N,P,K,temperature,humidity,ph,rainfall,label
25,46,15,27.96733708880553,48.093655601390395,5.144059771028304,68.79767332670968,Mothbeans
38,49,21,24.450175215119977,52.0532872515317,3.668538551108654,61.39090343673584,Mothbeans
15,39,17,24.811886084415445,62.95672953753456,5.657811316214238,55.71802876675938,Mothbeans
25,45,23,30.160806860026383,45.25923912095212,4.227940707908253,43.98925674790793,Mothbeans
13,48,16,29.865094121750097,41.14366614187109,7.285682412644158,59.136146776959194,Mothbeans
26,50,24,27.301135469741176,48.593282319303995,8.443247626026558,68.10888895746355,Mothbeans
21,42,18,29.140882726184277,62.5456013628247,4.780597431887461,38.1584866145063,Mothbeans
20,55,20,29.8927038525036,57.521437276983875,9.15902047972936,62.00648187948883,Mothbeans
32,57,20,24.635437048674547,51.52009547021565,4.605815005622969,53.34376359023277,Mothbeans
34,44,24,26.168850423013154,44.15503494489592,6.44212373955192,64.54431367614163,Mothbeans
23,39,21,25.254250697165254,50.499999640385816,4.430086185995475,43.06530808561118,Mothbeans
39,43,18,30.692270881595668,47.65536295854298,6.247297734872577,44.60628364424801,Mothbeans
21,49,22,29.042684892756647,51.444055509320776,8.446389182460122,52.90673406565095,Mothbeans
20,54,15,29.82723904203237,51.36590191359381,5.629352730360226,69.40861460035237,Mothbeans
34,45,21,26.836437613202435,53.34343664623579,7.8915638312523,39.87560965497854,Mothbeans
35,57,15,27.17690291772105,55.738786802648086,7.825079648840945,42.89665333952726,Mothbeans
15,42,18,25.67875558768588,51.60175284978538,8.16809195753095,59.49320951593736,Mothbeans
36,52,21,26.97430345176533,40.34211005864552,3.72414597987415,59.287336819919766,Mothbeans
33,54,22,24.419486810843196,60.439872185138526,4.067812677914844,48.78499344254812,Mothbeans
35,59,15,27.753808086180186,62.843929837191,6.79879738265655,68.16787056747928,Mothbeans
15,51,23,24.392654475679038,42.168419712628236,8.951026820778909,34.35297924263939,Mothbeans
32,45,16,28.22833131479339,57.58699893813262,8.135297197374463,49.67063876501057,Mothbeans
16,36,17,30.96942423748741,46.18342963871285,7.077179947840935,49.89879296858079,Mothbeans
16,45,16,26.59206839800732,55.709329388202505,8.418678326275803,33.148659164878225,Mothbeans
14,40,20,26.322053269129718,50.33773546985088,4.858530584654653,31.321820288136784,Mothbeans
21,50,21,24.48129963653595,53.072352998313875,7.89609906356608,36.95281547170291,Mothbeans
28,44,22,29.4795219512888,51.54581202638882,8.421377567500935,32.49872116765515,Mothbeans
39,56,15,27.296695522668262,42.444204853244486,4.725005991165957,41.89432717225103,Mothbeans
24,49,24,28.420975221206856,54.395985519519066,6.097776966676916,54.182612105268596,Mothbeans
19,38,16,27.991879162676653,60.003824883096385,7.444420393596941,45.837811570409954,Mothbeans
31,59,17,27.90109300335005,63.51762467743028,4.814676989059542,68.22324628820755,Mothbeans
30,38,15,24.303864278238283,47.865414969131685,9.31618257237556,60.42612223923929,Mothbeans
31,46,15,26.940972893937982,59.96941554539759,6.127986528013366,56.664570191960806,Mothbeans
28,35,21,25.48611426524981,43.299688884526624,4.25442581257059,46.567389445250846,Mothbeans
22,43,20,30.909068870170707,54.769378173573706,5.787050798847725,30.098151078964044,Mothbeans
11,56,17,26.091702454310912,43.83735055050061,7.867548178017694,38.61752308766496,Mothbeans
25,42,21,26.86435857397527,58.24385036052992,4.780837955136781,57.060854584848926,Mothbeans
29,40,23,31.23572053954083,48.34339958249317,3.945034111156429,63.85658936691219,Mothbeans
30,54,21,26.25382319460303,48.17829748086356,6.941840144854741,62.689946790015846,Mothbeans
14,55,20,25.99809958598026,45.19655282969065,7.424711763199406,43.78713295056708,Mothbeans
17,46,24,26.70367983102549,60.022262933363976,7.8949833183878955,64.40775033082907,Mothbeans
22,36,21,30.01125016956339,60.75627010141109,6.0050700132655965,46.3937432101635,Mothbeans
27,35,17,31.820390834391553,57.355850538248326,7.59315081591214,47.49869513950266,Mothbeans
11,49,19,27.57170829016125,46.25983689007268,8.031411422311868,46.79615512531189,Mothbeans
31,49,24,30.192937352261325,47.10348318960676,6.226472622267319,42.72706184994925,Mothbeans
10,41,16,28.941155873137447,59.626761602195884,8.463598117558611,54.70057361645686,Mothbeans
39,38,23,31.316773585982542,46.26744332697145,6.02838898546108,34.72802344589602,Mothbeans
29,46,18,26.48997312734126,49.326568773743205,7.993775422426921,55.35508419155161,Mothbeans
22,53,18,24.608094963426986,55.157051365172116,4.619279022209865,62.9577898634911,Mothbeans
36,40,19,28.63374182416262,45.14097613465235,9.180179535967719,63.037854589667035,Mothbeans
38,51,20,31.280922875650717,51.3229568593795,3.6431583467578665,37.52597510667157,Mothbeans
29,39,21,29.324279951901186,61.64210839568558,6.109294576931487,65.71748622810992,Mothbeans
30,48,19,24.980779992534643,61.88984371037412,5.127311242899032,54.80360421201844,Mothbeans
34,43,23,24.547428105510598,48.184964492828804,6.410811838456433,64.37159839043017,Mothbeans
12,57,20,25.860189094988854,64.25744231176833,8.368833918514534,53.14316213863272,Mothbeans
33,56,23,27.198521493983144,63.139795115854795,3.6062200906297264,65.48626881686319,Mothbeans
13,41,20,24.30461356324765,53.25827731201662,8.748985458765322,30.40482374349514,Mothbeans
18,58,15,27.269740372595702,46.73074630246249,6.943237848460026,36.02636952460879,Mothbeans
15,59,15,26.800786008814868,53.6621975886671,4.567568353550468,40.31685243366749,Mothbeans
28,56,24,29.781042158585137,57.76589028024151,4.7809560796079245,30.626816139614302,Mothbeans
35,54,22,25.49552899535306,53.53146461213135,3.704109693642075,55.235412063143286,Mothbeans
10,36,18,24.68567384655581,63.58202186849357,6.0869016349226595,51.972113658988,Mothbeans
21,44,17,26.142369037924333,52.84761123165677,9.239259053940406,53.167677675907555,Mothbeans
38,56,19,25.267466128243314,61.89678341004834,6.857469234650273,54.37080823178845,Mothbeans
14,49,16,29.274554815627106,40.23790461347802,6.325708067764129,56.40777104326437,Mothbeans
26,46,17,29.76779086868537,54.614824065623516,5.750776764849059,56.67732079440212,Mothbeans
25,47,24,30.338154145572204,58.06724673699175,8.85940592594674,51.965359989417266,Mothbeans
20,44,19,29.768867080410846,57.12961343815503,8.137386397422857,49.17774164646868,Mothbeans
13,47,17,26.376016252070496,58.09342738974267,5.3749921072018765,44.576305451772875,Mothbeans
30,46,17,30.79949382380823,40.59801525205449,7.553899899400442,51.35397939889593,Mothbeans
33,47,23,31.69906013559554,62.612193719350664,7.617532356510298,63.403971828020104,Mothbeans
25,50,15,27.58785986735197,63.124428519789404,7.5258364144971095,61.87041287649468,Mothbeans
26,48,17,25.712221717565612,63.88240522925849,4.712921439804262,55.731700681302314,Mothbeans
13,39,16,25.440196200475143,61.30735935057884,6.586221490175168,42.9694950760596,Mothbeans
27,50,22,30.434105385155497,45.295314549755986,8.778926014015328,67.1830159346072,Mothbeans
24,35,20,27.013695853171352,63.96602804806723,7.15064055797136,47.609229503533335,Mothbeans
24,42,23,30.74885798177446,51.20831457924346,4.304441659004169,46.650733587276534,Mothbeans
33,37,18,30.174871062957934,62.82091861394274,9.208575748825586,59.81354546348463,Mothbeans
13,36,19,30.55859649584386,48.55354410689536,3.8648373836751793,42.997201875592154,Mothbeans
18,36,18,31.25261100526516,61.14053989782588,3.9682821402291646,68.80925042152292,Mothbeans
19,44,17,28.761163349025683,43.67874435221449,8.059606510052308,56.34435942588609,Mothbeans
39,58,16,26.887787854492643,52.01707445774653,5.065929622277796,69.33725768611721,Mothbeans
10,59,22,25.955582834464668,47.923425178470254,6.513349880399162,68.5830287783771,Mothbeans
19,35,22,27.417256751306944,41.38723462179916,8.528254802922556,35.713674773483014,Mothbeans
17,43,16,31.957604857155047,46.25972405246653,5.584304257727583,60.514068682392036,Mothbeans
13,36,23,27.958725061966838,61.128690019907296,6.321272896705242,37.48188630826555,Mungbean
16,57,23,29.351825439783166,67.09903731690981,6.566864001293984,53.268686723079824,Mungbean
24,43,20,29.747595530911248,68.70842957978776,6.940142374320297,33.08953955237404,Mungbean
27,40,20,27.288719963829365,69.81697649839349,6.922158054547421,47.68831518467911,Mungbean
25,40,23,28.11668562571001,69.00532139590922,6.813116862790751,39.026110527096016,Mungbean
12,47,20,29.224124997869033,66.08175822956441,6.70040306991493,32.15259463200539,Mungbean
14,37,19,27.862232497000736,61.09165290093603,6.247671031914264,53.66728296913088,Mungbean
32,43,18,27.386431709610864,63.56382719499143,6.569409255994058,58.64762904474345,Mungbean
15,40,20,27.25723415306985,64.51218340009692,6.757810114757226,54.17991150544766,Mungbean
28,54,18,28.485484574222852,62.13477859041447,7.157702993628905,39.16740657419578,Mungbean
28,40,20,27.758044626564452,63.10204489275249,6.472327607911282,48.40815901724156,Mungbean
36,48,16,28.272134428314455,68.38193959874124,6.4245702648511,48.972045734063855,Mungbean
31,53,18,27.533441427774076,63.63687332134549,6.289871052884785,52.22586191634274,Mungbean
16,47,15,27.675182065106014,67.95462805985647,6.219123498364888,41.26445874063503,Mungbean
10,41,19,27.416986357277604,63.601229123785615,6.834415549841514,36.718050541472465,Mungbean
17,39,24,27.31312147579317,64.16434999822772,6.654352692700562,32.311607613907036,Mungbean
14,52,22,29.400551751121405,69.37205983650306,6.99343471644157,39.074771529452434,Mungbean
26,38,20,28.429902743041318,69.09727149377093,7.002034768144535,45.50215605183481,Mungbean
19,54,15,28.98531955096793,60.82552719232543,7.115582257625238,53.65641334846994,Mungbean
16,56,19,27.448568910674176,61.28978209231395,7.030956815925424,33.031225408131135,Mungbean
22,37,19,29.129609718464465,62.09543352942121,7.073953832716956,59.00408523253732,Mungbean
14,37,22,27.502710121790887,62.89933525523067,6.33376707795554,50.145249039471096,Mungbean
17,53,19,27.27542934933134,64.73153055487477,6.512426466741055,45.240611527070904,Mungbean
23,57,16,29.275424092158154,68.18720308426914,6.795670886770654,41.29867554311652,Mungbean
38,38,17,27.199389011468316,67.05704907394248,6.588610031396991,50.07938847168432,Mungbean
34,45,20,28.289648349186763,62.59436799431536,7.09095404446504,50.68863304526816,Mungbean
11,47,23,28.849112952671014,67.94524204183189,6.885974537002025,34.822650774827835,Mungbean
23,39,24,29.976289327350116,60.64371740157733,6.797366096929583,36.872062959195446,Mungbean
29,49,15,28.214292159291332,65.08469956364198,6.913323799160773,44.59852879094895,Mungbean
33,43,23,29.510072793737894,62.431813064520576,6.8221798939715,40.481769139784156,Mungbean
12,42,22,28.90075307277931,67.333045704225,7.058729732777778,43.82526293656818,Mungbean
22,37,18,29.935999038368458,65.9664126498157,7.1045449449877385,50.07147266822943,Mungbean
21,42,20,28.40312019870395,61.20648892635294,7.171322235927178,33.69452069743732,Mungbean
23,45,20,27.624589623783585,65.80665370491484,7.009690902525223,49.54533558455965,Mungbean
12,37,21,28.503272541744415,69.90213851803128,6.400725187981142,47.81723861941831,Mungbean
34,38,16,28.17410826238908,69.00750320760729,6.997452666140054,45.84701798270615,Mungbean
38,38,16,28.479014003799094,61.13175230511058,6.390709712820503,59.88544557636776,Mungbean
19,36,23,28.603963813831065,69.34657478053107,6.484980501734151,52.763185441043454,Mungbean
18,52,23,29.62532339117277,69.89125390330196,6.36263168463969,56.98573871054569,Mungbean
17,52,19,29.378450705455222,66.97385825814398,6.444492948671572,59.856050424893745,Mungbean
30,45,19,28.55625342783297,62.6451588656484,7.104145810046541,50.98970873480729,Mungbean
23,36,19,28.5675101846853,65.63917279678807,6.5315882384901265,48.193281901675164,Mungbean
20,36,18,29.659824173388365,68.97047417553154,7.032733179936841,41.419955585127525,Mungbean
35,52,20,28.397335860383404,64.57995433904212,6.248982333799595,33.93108239742666,Mungbean
37,59,18,27.387467900517,68.16354101732165,6.916799880330221,57.9519607707094,Mungbean
14,39,17,27.47826928549223,62.13974872906726,6.639459894825988,39.781399469113964,Mungbean
13,59,18,27.696269155361477,62.075551817010385,7.017372314156603,32.12813372807665,Mungbean
27,57,21,27.05533728170865,60.56416795979142,6.4550697538630235,37.39359382799143,Mungbean
27,46,20,29.03040010977528,68.56951710745683,6.304762727288398,45.414345689874644,Mungbean
33,55,23,29.029492922523268,61.77860482720097,6.499696679078754,35.42347305245923,Mungbean
12,51,24,29.4702356896233,68.55788252993423,6.943028420546526,33.56401925335503,Mungbean
18,45,19,28.13026346472656,64.15893099397782,6.902114363324433,32.487769617813385,Mungbean
26,45,18,29.443782523615496,62.26591341004428,7.1860750653087,52.7631939446215,Mungbean
12,47,18,28.863439030182057,67.54744888515097,7.042450385272567,32.172340408184816,Mungbean
17,50,24,28.53319572135515,69.69560580307815,6.690888962545001,53.047543346030096,Mungbean
10,53,20,28.78161937513611,62.811445470536555,6.430628223605167,33.90282479773844,Mungbean
38,59,19,29.931248719491105,69.26556277599447,6.765911718202388,52.03821559627845,Mungbean
12,57,16,28.637501181718772,65.512380241134,6.887135479399572,56.26802578127198,Mungbean
17,45,24,29.056308789317907,69.49074531145205,6.410328009190315,34.39988991223824,Mungbean
11,38,17,27.953129076017873,66.41607167585127,7.139899337615583,32.715974131633686,Mungbean
32,55,24,27.841179008454084,69.05990038652338,6.834684834562935,36.175560892281396,Mungbean
11,38,16,29.812461445904397,66.27789666377444,6.359969261573006,43.782780204107254,Mungbean
11,40,19,27.888220756079786,64.94921124610389,7.112777623431003,35.37393417830113,Mungbean
37,42,21,29.485026324895056,62.67449891853355,6.68313850202194,42.60245572321695,Mungbean
37,41,15,27.436356413167623,64.82238500861146,6.308087828560337,44.89937673259502,Mungbean
18,52,23,29.527442473810364,64.65212725804378,6.864154416984484,41.30423236515426,Mungbean
35,42,24,27.97016869983168,60.83475518363552,6.881375281800447,47.32320343779516,Mungbean
33,43,17,27.283133356470323,63.2623829904945,6.685724585704058,45.034688631164045,Mungbean
16,49,23,29.502916993119086,60.38323538483798,6.401752357135939,55.15443702940659,Mungbean
21,39,23,29.37037109696417,63.79339028590138,6.495871594225696,33.43085447339752,Mungbean
22,56,20,29.939793560287193,63.40668824624662,6.3985253831644435,45.20784018531257,Mungbean
21,38,23,28.646142049530212,63.07478599339669,6.403915888725845,52.62639828289562,Mungbean
27,40,16,28.943491233713104,60.706690591150135,6.853706474086693,59.1248916318245,Mungbean
34,57,20,29.43264124765867,62.939636633806245,6.889347707757154,41.98322460955744,Mungbean
38,50,20,28.293956116131305,60.95971208723863,6.430358083094211,52.049024231535974,Mungbean
26,36,19,27.489522998670424,63.010612959622286,6.504358876593569,55.15978751604213,Mungbean
20,59,20,28.86365362018342,69.95912727917128,6.451585829131045,52.39490716253201,Mungbean
34,42,15,27.277155628488117,69.28757118471255,6.4307576321182225,45.56183986012842,Mungbean
15,51,21,29.623232987560936,65.19257192160373,6.963480077562714,33.84105936812492,Mungbean
14,55,17,29.267666794804377,66.69393226679824,7.1759408851873445,33.414981377874525,Mungbean
18,39,22,27.86500160089372,60.227255558103636,6.37469402602991,31.296087986381252,Mungbean
10,48,24,29.878739334996457,61.47745325980576,6.706340750086591,31.566091360368493,Mungbean
30,54,24,28.59437170254547,60.5846334160652,6.971239830377179,31.97614689718761,Mungbean
34,56,23,27.203343990782884,62.88962944030351,6.462333238905402,32.13394179167033,Mungbean
25,48,20,28.700530854158377,69.49756237511916,6.9770670310126395,39.32788242295603,Mungbean
38,54,19,28.89480178634989,67.35166624255011,6.906993630149269,55.78905853752798,Mungbean
12,46,23,27.00505859495265,62.90667773211944,6.731736012187371,39.213784848858445,Mungbean
28,50,24,27.941787274501007,62.01897420846479,7.100771193864729,41.194501682411506,Mungbean
11,50,16,29.828807048903727,62.4767853804414,7.120542774960835,48.2079037866063,Mungbean
30,47,16,27.060389922276556,65.43568413690457,6.385121574736905,55.381285960132615,Mungbean
16,36,18,28.286246054902172,69.28338769671804,7.019042691802564,42.40274847680748,Mungbean
12,57,23,29.75100183863777,66.99688739525928,6.439330262318544,43.74217799839573,Mungbean
31,51,17,28.47199238553854,68.83701055630236,7.106703938046103,39.339149969872764,Mungbean
17,46,20,27.012052997627986,60.95444830986954,6.295317755323687,58.85907792432032,Mungbean
37,45,18,27.70568721178151,61.84399389247287,6.982412063909202,36.30149544640618,Mungbean
12,54,22,28.39840064714499,67.24150591336912,6.362734150604309,37.12161429897381,Mungbean
11,50,15,28.71636746365171,65.81362036404087,6.201204786253567,39.82937936332445,Mungbean
39,59,18,27.30753608570489,62.36483319738601,6.444850184838042,39.09002396095968,Mungbean
12,46,22,28.088669387592752,62.90735784785881,6.388424794139866,38.9767814378372,Mungbean
16,57,23,28.03531930889717,65.07216139171643,6.932021844969757,36.054160676677085,Mungbean
32,60,22,25.96167667148738,69.71609956623809,7.25302678475097,78.18647520323253,Blackgram
39,72,23,29.299153405238915,67.83639183151202,6.531546782613021,64.19897613989762,Blackgram
59,68,24,29.358007016611193,61.648087113302324,6.81821363780637,78.23059083330989,Blackgram
53,75,19,29.70718771218585,65.25726294822385,7.064338245019261,75.37374597190657,Blackgram
41,60,16,28.044003257470173,62.509180051054244,6.830735823658737,71.3887450454481,Blackgram
58,66,18,27.506670617895715,66.92240896088015,7.2799565182896995,79.15292673614547,Blackgram
32,67,15,25.751951207484886,65.6076174505764,6.927680212702661,78.41445334768753,Blackgram
42,67,21,29.553617757436186,63.40446721253693,6.6577996980564205,73.60593664878584,Blackgram
31,55,15,29.85259811052287,62.81455129402247,7.087325131262046,65.6605611561184,Blackgram
35,78,16,26.621442077737278,61.036857527280794,6.700610964648044,67.62192043552528,Blackgram
45,78,16,26.72671292433885,64.0446154248133,6.735554020755478,77.89380797067311,Blackgram
45,79,20,25.726561928787078,60.39584088276511,6.861819449528394,61.036734333685,Blackgram
35,74,15,26.706089992323935,69.11656410709159,7.025830964938376,67.00178142972563,Blackgram
39,73,24,25.082435260341168,69.67539373385911,6.5663958083307365,76.64058457729834,Blackgram
49,68,21,28.14560207805795,66.19195967888129,7.160142578900661,60.74455711242828,Blackgram
44,77,15,26.923545224534863,66.38659320681604,6.680683331111893,62.83495706335252,Blackgram
39,65,20,26.856626357751065,65.66162039945681,6.892169202008097,68.15681966240017,Blackgram
36,72,24,28.747284919153902,60.24079327285098,6.63536064964079,72.28827661922878,Blackgram
44,67,18,25.58400117814501,65.838154633999,7.438802873253569,75.89518071704099,Blackgram
34,75,21,26.141869416837977,64.9677026421219,6.765285949293968,68.98036468888614,Blackgram
40,61,19,28.33145884004938,63.0599820258881,6.990901711982238,76.24323059763378,Blackgram
33,71,19,27.268868688549144,64.12962294104089,6.699685327052645,72.31182358327129,Blackgram
57,58,20,28.414918727343263,68.78013743827148,7.448677009507619,79.78989332243987,Blackgram
46,67,17,25.86203760119816,60.6352950637509,7.285687927257262,72.51653816374859,Blackgram
42,61,16,28.233719953638236,60.95635204266681,7.152782552392502,62.17382901656531,Blackgram
36,67,22,25.979172924086477,62.882795324816804,7.116769243359278,64.1479570799227,Blackgram
56,78,21,26.70887650331112,68.6303263468941,6.935744948221185,76.04866483396741,Blackgram
48,70,20,25.812125460923077,69.13954008734649,7.412035401634862,63.547068113557906,Blackgram
55,71,18,25.77902212035709,67.59065592859473,7.380227481847449,63.253495128884985,Blackgram
59,71,20,27.31871991203374,69.37385331808944,6.726818722171716,77.72149861868456,Blackgram
33,65,17,29.840470389279446,67.17628869770915,6.605111863412383,62.10448704361097,Blackgram
50,70,20,26.845455838843307,67.80997976048798,6.6874231364845,65.04165274550634,Blackgram
35,59,18,25.49224947626747,60.34805015545137,7.381106442127603,67.91902454592866,Blackgram
30,61,21,26.726252062526104,69.95452830284889,6.656255204919822,69.0229517759197,Blackgram
39,55,20,29.461363306474254,63.08617996677706,6.87497402988097,75.56976459426073,Blackgram
33,71,16,29.921740457294227,68.49640318832384,7.130128829234923,66.01956246818938,Blackgram
58,62,18,28.29160526320357,62.46630071062519,6.645310701623547,67.06717808659208,Blackgram
48,56,17,26.191311962565372,61.9592181780816,7.301111773870379,64.24442606934636,Blackgram
38,70,17,26.97992610058327,69.43964227997222,6.885068870931589,66.91812845805538,Blackgram
50,64,18,25.86419507545497,66.30249115343348,6.9815410557991875,61.710612111430095,Blackgram
36,56,15,27.498886059089536,61.3944096060377,7.440755481938253,64.83925418297724,Blackgram
42,60,16,29.32272162553835,65.62915688019626,7.244089566503749,63.73348296110456,Blackgram
44,74,17,27.621042794954036,62.34438929053062,6.994925353927821,74.8533749300025,Blackgram
38,77,16,26.635962993718017,67.31902544021705,7.404779427476579,61.93429661763211,Blackgram
43,75,24,29.193890603280167,68.39821990508342,6.7268100424821275,68.93668886214223,Blackgram
59,72,17,28.004727544545627,66.82411188701317,7.250689625510717,71.70408045108488,Blackgram
58,76,17,28.19159367636271,62.582490064921075,6.726733862779017,60.30344721237954,Blackgram
40,67,20,25.685290159045074,65.4484756141228,7.131297474775251,65.22296364379744,Blackgram
36,75,20,26.294537185613258,60.12080095132406,7.447916053895353,64.79443161253158,Blackgram
31,65,17,25.104287571905274,60.90214507212933,6.760144774576849,75.14138338307967,Blackgram
32,68,24,27.603364061829065,66.98993121871831,6.896449002139262,75.94138241906981,Blackgram
41,61,20,28.028147966978654,63.47347601359457,6.65888390348407,71.22476537797986,Blackgram
32,56,18,29.65711853843849,67.05999576486417,7.226482065264727,64.76811809347998,Blackgram
38,56,17,29.21053535348523,63.8344911810268,6.789279023956281,76.78465339613612,Blackgram
45,58,21,28.8685945530905,69.20085991235044,7.0185440873578315,68.92911970883092,Blackgram
58,57,19,29.6414096980072,69.91119450529575,7.262973295207395,74.1540402814515,Blackgram
32,60,23,28.843214030484734,66.34418820669444,6.642695637074295,74.38935310187256,Blackgram
53,78,18,28.782781644176374,67.7865287680004,6.673618080114921,65.68580188656858,Blackgram
49,65,22,25.240885707463246,60.79319658968146,7.371758784490401,75.99489107931417,Blackgram
45,75,23,27.874226043020784,60.48908442097261,6.626866140646887,79.14497677030337,Blackgram
54,69,21,27.666677166991946,67.21775026283558,7.315235907107396,60.2292181761349,Blackgram
51,64,20,27.674545794022368,69.76558445127984,7.267145200152875,75.33199495870585,Blackgram
36,68,23,26.079460330775703,65.9323245005654,6.525182965434665,69.09730368457402,Blackgram
40,60,19,29.415401798872168,63.71797403672245,7.1852488891626205,65.60545027536797,Blackgram
30,64,22,29.911354526011966,61.62896616740702,7.286377403884572,61.16549989843446,Blackgram
41,74,23,27.881944440122595,62.74435843024865,7.282056418434673,60.82202226572782,Blackgram
54,56,24,28.315483504372935,61.89810549215429,7.188670027416483,68.98839344270415,Blackgram
33,62,18,29.47007470896453,65.94003646408056,6.864703284605262,78.68708216370372,Blackgram
47,72,16,29.9711675251201,61.58086602627802,7.072609386245769,76.552985304867,Blackgram
45,76,22,25.48969753274823,61.057515707898084,6.516658803477678,62.75019631514747,Blackgram
55,65,22,26.94729147848868,67.6577035494416,7.430890153416113,63.78934297226596,Blackgram
33,73,16,26.609741981222477,65.44420409721535,6.633570388328044,65.9964806057418,Blackgram
33,75,17,27.86384977652258,66.32963277232734,6.551304426980408,74.82935715853097,Blackgram
40,70,18,28.767948932748403,60.00702891009019,7.157436807640904,73.9560546467848,Blackgram
38,58,21,29.472128179254817,63.37120976105096,6.900020792397451,63.007059878303025,Blackgram
49,57,16,26.267292157958458,63.4993849318161,7.314678073853529,69.8689291758564,Blackgram
36,66,20,25.48202632851475,67.10938833210807,6.649988560330162,73.98382868213481,Blackgram
55,78,22,25.420488010634486,61.12441294314408,7.0954268294413385,69.16883253471752,Blackgram
39,74,18,29.16186951262924,63.210516913445154,6.90312431799729,73.32653824327403,Blackgram
45,77,21,26.90659684224197,68.71317536123095,6.643702156049515,78.50104760433337,Blackgram
34,70,17,26.021405913266786,67.15413701358757,7.159258149673498,64.54735233664437,Blackgram
46,76,19,25.485333711095315,65.06295982022867,7.060586733983639,69.85817471620167,Blackgram
30,78,18,27.83924039112713,67.31978769856472,7.348744567665785,61.98785612070999,Blackgram
59,64,19,27.912608065695665,60.23347397645124,6.545881485801683,73.35815389093298,Blackgram
47,57,17,27.845610880561193,60.67637830417244,7.476626680028978,62.33327267984056,Blackgram
54,78,15,29.898465291714043,66.7308447786169,7.368898982623894,73.5036798575245,Blackgram
55,73,23,27.95953436457958,63.70810763722578,7.3935446694411135,65.5836994471923,Blackgram
47,55,22,25.76488484018894,66.11611429227143,6.759289300090195,77.34120348945973,Blackgram
53,75,19,28.732410684970542,66.93015487325415,6.863567437326816,78.89153068330945,Blackgram
56,70,21,28.64707720193927,62.9543313986364,7.490837909585259,70.27838386090797,Blackgram
48,64,20,26.688101072972366,67.27150187227721,7.289224353754846,66.67765773919157,Blackgram
57,69,18,27.879613072693314,65.48137128804542,7.327683353657663,73.87816663887045,Blackgram
59,61,16,29.288923534684777,67.83729715053778,6.893924770295062,67.75365070819275,Blackgram
31,79,24,26.4573989317822,63.86089221762934,6.5745627784848075,73.73310385041192,Blackgram
48,57,21,28.324949633108503,62.46977271261469,6.968165119532527,75.79745033944448,Blackgram
55,79,23,25.499836534249617,60.99383444912394,7.420990182417282,63.717164200449695,Blackgram
52,74,21,29.260528290305714,67.43459375761186,6.705909154288973,77.16412849847472,Blackgram
53,76,23,29.186952104598472,65.79543147355002,7.489657891580061,77.9915023431884,Blackgram
39,59,16,29.66783411757435,66.8070434742,6.560902326782884,64.90921034640824,Blackgram
53,69,20,25.68833557990196,67.05698695053015,7.197291198725205,61.41827661682668,Blackgram
27,70,21,22.149277341825087,68.99478389997755,7.668692461576771,45.701296462492394,Lentil
34,75,15,28.400945429018957,68.87537523700779,6.5921020776520765,53.78208160671373,Lentil
15,58,18,22.04406555706276,66.88336955016347,6.494760446430415,54.28355499128706,Lentil
19,63,17,23.47244227373632,68.68426283697609,6.015968358051801,43.41682295922821,Lentil
23,71,19,18.787074887562532,66.64733383917645,6.8171433109386825,53.33187098469068,Lentil
27,64,19,20.366879010851118,69.6621126676788,6.337622047636952,47.437761470159465,Lentil
16,62,16,28.920985003462203,61.141816766027446,7.574403486001318,49.094189861666976,Lentil
15,63,15,22.148578697878886,67.76314858706762,6.225748141053495,37.596128506390926,Lentil
33,75,17,24.54441797483463,65.58361606805566,6.05042897578326,48.297148794427486,Lentil
22,69,24,18.275620503666804,63.70807579173594,6.360367870294927,53.37899168828416,Lentil
18,70,19,24.593120834751858,67.81676435111015,7.3450440051692025,38.42365387231742,Lentil
16,71,18,29.42165605178944,69.5246207045722,5.989763869568167,41.52008223063056,Lentil
29,70,18,23.54859111216755,60.65715741010737,6.13712539686067,39.86726271061489,Lentil
20,64,20,18.810623197773605,63.49450326853863,6.411664275558733,36.74661482087268,Lentil
28,79,19,22.549764673652987,63.45419840520505,7.605804398572199,38.86204749175943,Lentil
26,63,18,29.947671408751283,61.74996569043533,5.970793975916064,40.45701407351718,Lentil
39,72,16,29.62796614234939,62.140192880834746,7.747742520140575,43.55979143232968,Lentil
11,60,17,24.509433416128594,60.45493693423824,7.657528050849317,39.05941317334213,Lentil
18,61,15,23.260894441900803,66.17602137545124,6.616753965830443,51.05380792843173,Lentil
17,57,17,23.751113659070338,64.10610183411711,6.52296012992762,49.06008442513965,Lentil
16,66,17,23.714883999680644,60.12807885368431,7.015613911237764,49.42833488878345,Lentil
27,61,20,29.460080075765312,62.50554158460577,7.683918147828959,49.624841312515954,Lentil
20,60,21,25.592691815965992,62.5084002947031,6.6558000958769155,45.39504771762281,Lentil
39,60,20,19.556378952809364,60.31840179683304,6.639142486196613,44.19768462946797,Lentil
37,65,18,21.312097676252648,60.80002620218288,7.001447302281043,38.92374798710275,Lentil
11,71,15,21.520622013466895,60.36003127617318,6.938980727329355,45.22139104925737,Lentil
29,55,19,24.997249999605856,63.61750999009625,6.225029290414849,41.428093663526354,Lentil
17,63,22,18.941065362264062,65.4022524174928,6.499619551378083,48.33502722041043,Lentil
13,58,21,28.895602823756704,69.01133627391702,6.206658844997221,49.273202657807715,Lentil
33,77,24,18.533117512310476,61.35049661051819,6.902984767641769,40.51648264267964,Lentil
